"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sub-Saharan Africa","SSF","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.8","4.8","4.8","4.8","4.8","4.8","4.7","4.5","4.4","4.4","4.5","4.7","4.6","",
"Sub-Saharan Africa","SSF","Voice and Accountability: Standard Error","VA.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Voice and Accountability: Number of Sources","VA.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.19311718681234","5.619870712735","6.03746707848887","5.53448949671849","5.58553129769081","6.38179252845842","6.46945069251761","5.4289347687347","4.74067014940205","5.68294386400332","5.02727595472794","",
"Sub-Saharan Africa","SSF","Export value index (2015 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","3.29070275617967","3.94990366088632","5.28558923742459","5.8674206635914","8.98797881303285","10.8182846117342","7.83580036682361","6.16578872824348","8.14913376183986","9.26106253277604","9.32836285198244","8.8217317805372","10.6014491209404","10.4124006828231","8.15382083824757","6.66110477063515","5.3112541273582","5.40650577923699","5.58233375825542","4.79937488522858","9.07022369210721","7.57934729274305","7.30310446677466","7.40103349935465","7.42707781263404","6.41554778185684","8.40178516834885","8.80696452472794","9.02788038282708","9.26192005034991","9.6739746227692","10.0852301452139","10.1012047906104","10.5647091125612","11.3845138301192","11.6524362406724","11.3870908523026","11.0939245043099","14.3821794904615","14.1032088242464","14.5545482829321","14.0647526524904","15.8833099019467","18.8334848149448","20.2714107393708","19.2368809151118","18.547844808949","18.9729356805094","18.5486099169166","21.38048434413","22.7206755992402","23.2892025377273","23.6496998396479","24.2157894490942","24.768376342346","27.1366534159164","26.1884617146734","23.45320050501","22.9617129757112","23.3496016818823","22.7024875786594","20.9891905507986","21.7965079374422","20.6658188531088","",
"Sub-Saharan Africa","SSF","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","","","0.0128915762573262","0.00694714611237704","0.00504043563477104","0.00732337484547679","0.0220951456744002","0.0238440636388521","0.00867016529097161","0.0103041442816517","0.00878808975859351","0.00407032356164941","0.00061787060856346","0.00146754071700778","0.0114523528331589","0.0491653208130073","0.00670099470305693","0.0587570376899621","0.00581288995536133","0.00305705567173665","0.00528872505432632","0.0247937084783851","0.0543026558567613","0.0350780418913331","0.0102643085052581","0.0122545498743566","0.0570589358401065","0.101271553820072","0.120248327707244","0.152876562780188","0.0449195875998667","0.0195583142623922","0.0226074656304343","0.0372359262639948","0.30833181056752","0.452505460612559","0.314568648067576","0.427652506276567","0.374050692596346","0.518762319698356","0.25392484724857","0.0828894190168305","0.239402976963503","0.257466342603671","0.640484356756491","0.621251166862859","0.656188915547878","0.6077531581127","0.669067966680755","0.56956955436851","0.580286023108705","0.614970356567074","0.653973718828163","0.649053032296093","0.679503866530481","0.726862304941645","0.732792285189656","0.749223912450207","0.795428671586825","0.713840648938083","1.26997130214528","0.946094241752671","0.980198083888611","1.51848169292278","",
"Sub-Saharan Africa","SSF","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","5800023188.77049","5871094330.66805","6081217706.71302","6815619506.32114","7554141372.12623","7919797247.10643","8473946150.59756","8676859410.79784","9383450763.57648","10590630159.2858","11571205914.1623","12605342529.5992","13962904341.4976","20036911932.3659","32208617494.7351","29801468819.1612","33096491760.18","39254960708.086","40059403633.0425","57535694423.9977","78499621250.6796","62242010206.1658","52015057193.6434","50377774470.0258","51721963372.7489","51303546676.7133","45999559186.8707","53472440951.3326","54992486146.5924","61432464859.4882","68990481725.2466","64578528466.0944","65153474364.0635","63612597569.371","65587098069.3762","77386704989.9895","87034328219.5859","88133513891.1925","73688802368.1718","79981388231.314","95269144911.6403","90594076312.0366","96597243562.5631","118193720941.578","159901262402.107","200621553612.633","236657700378.561","282450380514.023","358492852017.544","264867443477.205","358761093658.505","458687155479.759","444988680100.764","418806884144.873","421477199427.822","298993629085.313","266389160154.686","313775155300.367","366459427068.637","340922016107.385","296109548065.738","394505282765.29","442986050262.529","421614567743.407","437518226614.357",
"Sub-Saharan Africa","SSF","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","7.68246053941748","7.13771346615601","6.5954632179827","6.87840471414973","6.57046210073169","4.28775382697276","4.84651882539416","7.34011264260827","6.78151242786288","6.38933551605181","5.54045840888502","4.66291849471533","5.4033957342135","4.91618084256401","5.38081979769325","4.74332925586543","5.07447085195509","5.59319335301754","5.44122359363781","5.12555047143512","5.30087072321114","5.51116252502347","5.75643300807353","5.28409858316742","3.84407886646329","3.70513592393358","4.45562383897866","6.09118102972971","5.32000391720272","5.68238169237402","4.82166109875711","5.18843530075656","5.18645049485048","4.89741092700502","6.02770333811669","4.81891563153051","5.47922013983646","7.27764652355132","7.37133624663387","7.00813494331986","9.20820903297686","8.20164963574529","12.5781502735466","12.5521638120687","10.2907740638567","12.2037825417091","12.8870027093427",
"Sub-Saharan Africa","SSF","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","","","","","","","","","","","","","9.36272116032684","7.82468994385358","8.69383513471447","7.42210226384127","6.64477664937308","6.60810180765062","","4.65347272782542","","","","","","","","","","","","","","","7.14992160312815","7.65328027066715","6.79991488247842","6.79019420090436","5.99121237318204","5.43113713190599","5.13671426999943","5.66425355261514","","","3.88377115092915","3.74407805869133","3.77095648922899","3.40961193757964","2.93498336513469","4.68837909529647","4.56817479143876","3.18025478987593","2.43393352666433","2.49877018274981","3.11076038753378","3.03279816371716","2.98933283792758","3.009149748152","3.07769415017445","3.44064401155118","3.07808069882682","2.81636339159815","2.58011366537978",
